ID          NAME                                                          SCORE    EVALUE
KC774416.1  Hepatitis B virus isolate bxn1016, complete genome            486      1e-135
AB675677.1  Hepatitis B virus DNA, complete genome, isolate: 10A39        486      1e-135
AB367396.1  Hepatitis B virus DNA, complete genome, isolate: LAMr...      486      1e-135
KC774312.1  Hepatitis B virus isolate cxa2029, complete genome            486      1e-135
GQ475338.1  Hepatitis B virus isolate KOR34LC, complete genome            486      1e-135
GQ475334.1  Hepatitis B virus isolate KOR30LC, complete genome            486      1e-135
EU554535.1  Hepatitis B virus isolate S472-20, complete genome            486      1e-135
GQ475306.1  Hepatitis B virus isolate KOR2CHB, complete genome            486      1e-135
KY881811.1  Hepatitis B virus isolate patient-02 clone 10, comple...      486      1e-135
AY800249.1  Hepatitis B virus isolate CHN-L2, complete genome             486      1e-135
KJ173282.1  Hepatitis B virus isolate CX009M(e217), complete genome       486      1e-135
AB026814.1  Hepatitis B virus DNA, complete genome, isolate:Donor...      486      1e-135
KC774441.1  Hepatitis B virus isolate dww1034, complete genome            486      1e-135
KC774205.1  Hepatitis B virus isolate clz2058, complete genome            486      1e-135
FJ562283.1  Hepatitis B virus isolate I145, complete genome               486      1e-135
AB033551.1  Hepatitis B virus DNA, complete genome, isolate:SK300         486      1e-135
FJ562230.1  Hepatitis B virus isolate I38, complete genome                486      1e-135
EU678473.1  Hepatitis B virus isolate S4, complete genome                 486      1e-135
AB241109.1  Hepatitis B virus DNA, complete genome, isolate:PhCH24        486      1e-135
KC774471.1  Hepatitis B virus isolate dxn1018, complete genome            486      1e-135
KC774193.1  Hepatitis B virus isolate clz1035, complete genome            486      1e-135
GQ377579.1  Hepatitis B virus isolate J126, complete genome               486      1e-135
FJ518813.1  Hepatitis B virus strain 6945, complete genome                486      1e-135
FJ386649.1  Hepatitis B virus isolate 2422, complete genome               486      1e-135
KR014020.1  Hepatitis B virus strain 1149.3, complete genome              486      1e-135
EU939618.1  Hepatitis B virus isolate C230, complete genome               486      1e-135
KT991430.1  Hepatitis B virus isolate S1716-2-16, complete genome         486      1e-135
AB195943.1  Hepatitis B virus DNA, complete genome, strain: Ehi-I...      486      1e-135
JF828928.1  Hepatitis B virus isolate ES71-8, complete genome             486      1e-135
AY862861.1  Hepatitis B virus clone Q17, complete genome                  486      1e-135
AB106895.1  Hepatitis B virus DNA, complete genome, isolate:pHB4-4        486      1e-135
AY862865.1  Hepatitis B virus clone Q311, complete genome                 486      1e-135
KC774480.1  Hepatitis B virus isolate dxn1038, complete genome            486      1e-135
DQ478883.1  Hepatitis B virus isolate CHN-QH33, complete genome           486      1e-135
JF828926.1  Hepatitis B virus isolate ES71-6, complete genome             486      1e-135
AY817513.1  Hepatitis B virus isolate CHN-L66 from China, complet...      486      1e-135
GQ377619.1  Hepatitis B virus isolate J195, complete genome               486      1e-135
KJ173329.1  Hepatitis B virus isolate P011-C(b168), complete genome       486      1e-135
DQ478892.1  Hepatitis B virus isolate CHN-QH28, complete genome           486      1e-135
HM750141.1  Hepatitis B virus isolate QHX-115, complete genome            486      1e-135
KC774270.1  Hepatitis B virus isolate cww1093, complete genome            486      1e-135
GQ475347.1  Hepatitis B virus isolate KOR43HCC, complete genome           486      1e-135
KJ598753.1  Hepatitis B virus isolate SHB721, complete genome             486      1e-135
KR014050.1  Hepatitis B virus strain 1368.44, complete genome             486      1e-135
AB176643.1  Hepatitis B virus DNA, complete genome, isolate:HBV-NK1       486      1e-135
FJ032340.1  Hepatitis B virus isolate S529-1 from China, complete...      486      1e-135
KY470885.1  Hepatitis B virus isolate 23-G06, complete genome             486      1e-135
GQ377642.1  Hepatitis B virus isolate J256, complete genome               486      1e-135
KJ598688.1  Hepatitis B virus isolate SSC110, complete genome             486      1e-135
AF286594.1  Hepatitis B virus subtype adr, complete genome                486      1e-135
DQ478896.1  Hepatitis B virus isolate CHN-QH32, complete genome           486      1e-135
KR013829.1  Hepatitis B virus strain 1149.12, complete genome             486      1e-135
KR013845.1  Hepatitis B virus strain 1263.2, complete genome              486      1e-135
AY862866.1  Hepatitis B virus clone Q312, complete genome                 486      1e-135
KC774438.1  Hepatitis B virus isolate dww1016, complete genome            486      1e-135
EU410080.1  Hepatitis B virus isolate ph76, complete genome               486      1e-135
KC774430.1  Hepatitis B virus isolate dlz2121, complete genome            486      1e-135
AB471848.1  Hepatitis B virus DNA, complete genome, isolate: F1S-F        486      1e-135
DQ993690.1  Hepatitis B virus isolate 204-1113-Nature1.1-unSero, ...      486      1e-135
JF828921.1  Hepatitis B virus isolate ES71-1, complete genome             486      1e-135
AB367400.1  Hepatitis B virus DNA, complete genome, isolate: LAMr...      486      1e-135
KR013853.1  Hepatitis B virus strain 1303.33, complete genome             486      1e-135
JF828925.1  Hepatitis B virus isolate ES71-5, complete genome             486      1e-135
EU717216.1  Hepatitis B virus isolate 65-2/C8, complete genome            486      1e-135
AB026811.1  Hepatitis B virus DNA, complete genome, isolate:Recip...      486      1e-135
AB981580.1  HBV genotype C DNA, complete genome, isolate: P1-090725       486      1e-135
KC774283.1  Hepatitis B virus isolate cxa1062, complete genome            486      1e-135
JF828917.1  Hepatitis B virus isolate ES70-11, complete genome            486      1e-135
AB026812.1  Hepatitis B virus DNA, complete genome, isolate:Recip...      486      1e-135
KR013831.1  Hepatitis B virus strain 1149.17, complete genome             486      1e-135
JF828913.1  Hepatitis B virus isolate ES70-1, complete genome             486      1e-135
JF828915.1  Hepatitis B virus isolate ES70-4, complete genome             486      1e-135
JF828919.1  Hepatitis B virus isolate ES70-13, complete genome            486      1e-135
KJ173330.1  Hepatitis B virus isolate P011-M2(170), complete genome       486      1e-135
KC774289.1  Hepatitis B virus isolate cxa1180, complete genome            486      1e-135
GQ475322.1  Hepatitis B virus isolate KOR18LC, complete genome            486      1e-135
AB697490.1  Hepatitis B virus DNA, complete genome, isolate: No5          486      1e-135
KX660683.1  Hepatitis B virus isolate TibetShannan-4, complete ge...      486      1e-135
KC774463.1  Hepatitis B virus isolate dxa2066, complete genome            486      1e-135
DQ478891.1  Hepatitis B virus isolate CHN-QH19, complete genome           486      1e-135
KJ598689.1  Hepatitis B virus isolate SSC140, complete genome             486      1e-135
KJ173292.1  Hepatitis B virus isolate CX050M(e276n), complete genome      486      1e-135
HM750144.1  Hepatitis B virus isolate QHX-2, complete genome              486      1e-135
AB111121.1  Hepatitis B virus DNA, complete genome, clone: K4-0           486      1e-135
HM750146.1  Hepatitis B virus isolate Tibet-26, complete genome           486      1e-135
KC774183.1  Hepatitis B virus isolate clz1020, complete genome            486      1e-135
KJ598716.1  Hepatitis B virus isolate SHB5101, complete genome            486      1e-135
KJ598710.1  Hepatitis B virus isolate SHB513, complete genome             486      1e-135
AB300365.1  Hepatitis B virus DNA, complete genome, isolate: pati...      486      1e-135
AB026813.1  Hepatitis B virus DNA, complete genome, isolate:Recip...      486      1e-135
LC170477.1  HBV genotype C DNA, complete genome, strain: C-D1_ST          486      1e-135
JX429915.1  Hepatitis B virus isolate WY-SD-19, complete genome           486      1e-135
AB367409.1  Hepatitis B virus DNA, complete genome, isolate: LAMr...      486      1e-135
FJ386629.1  Hepatitis B virus isolate 2286, complete genome               486      1e-135
DQ478897.1  Hepatitis B virus isolate CHN-QH37, complete genome           486      1e-135
KJ173341.1  Hepatitis B virus isolate CX003C(e204), complete genome       486      1e-135
KR013830.1  Hepatitis B virus strain 1149.13, complete genome             486      1e-135
AB675678.1  Hepatitis B virus DNA, complete genome, isolate: 10B16        486      1e-135
AF461043.1  Hepatitis B virus, complete genome                            486      1e-135
GQ377541.1  Hepatitis B virus isolate J58, complete genome                486      1e-135
KR014028.1  Hepatitis B virus strain 1303.2, complete genome              486      1e-135
AB222714.1  Hepatitis B virus DNA, complete genome, isolate: UZNVC7       486      1e-135
KR014006.1  Hepatitis B virus strain 1130.6, complete genome              486      1e-135
GQ475315.1  Hepatitis B virus isolate KOR11CHB, complete genome           486      1e-135
MF674405.1  Hepatitis B virus isolate HBV040038, complete genome          486      1e-135
KC774494.1  Hepatitis B virus isolate dxn1090, complete genome            486      1e-135
KR014054.1  Hepatitis B virus strain 1368.5, complete genome              486      1e-135
GQ377628.1  Hepatitis B virus isolate J232, complete genome               486      1e-135
EU564821.1  Hepatitis B virus isolate HBV-9N, complete genome             486      1e-135
KY470887.1  Hepatitis B virus isolate 23-G09, complete genome             486      1e-135
KJ173301.1  Hepatitis B virus isolate NB129C(m130), complete genome       486      1e-135
KJ173303.1  Hepatitis B virus isolate NB215C(m216), complete genome       486      1e-135
AY167090.1  Hepatitis B virus isolate Ib, complete genome                 486      1e-135
EU678470.1  Hepatitis B virus isolate S1, complete genome                 486      1e-135
GQ475331.1  Hepatitis B virus isolate KOR27LC, complete genome            486      1e-135
EU939604.1  Hepatitis B virus isolate C192, complete genome               486      1e-135
FJ787454.1  Hepatitis B virus isolate S1049-4, complete genome            486      1e-135
EU678472.1  Hepatitis B virus isolate S3, complete genome                 486      1e-135
KC774317.1  Hepatitis B virus isolate cxa2042, complete genome            486      1e-135
KJ173342.1  Hepatitis B virus isolate CX003M(e205), complete genome       486      1e-135
KJ598749.1  Hepatitis B virus isolate SHB715, complete genome             486      1e-135
AB033552.1  Hepatitis B virus DNA, complete genome, isolate:SK494         486      1e-135
FJ032336.1  Hepatitis B virus isolate S462-4 from China, complete...      486      1e-135
EU916231.1  Hepatitis B virus isolate S8.2, complete genome               486      1e-135
KX660675.1  Hepatitis B virus isolate TibetAli-3, complete genome         486      1e-135
LC155820.1  HBV genotype C DNA, complete genome, isolate: C3_mo           486      1e-135
KT991433.1  Hepatitis B virus isolate S1716-6, complete genome            486      1e-135
AY862860.1  Hepatitis B virus clone Q11, complete genome                  486      1e-135
KF917451.1  Hepatitis B virus isolate YN.071, complete genome             486      1e-135
AY862864.1  Hepatitis B virus clone Q34, complete genome                  486      1e-135
JF828927.1  Hepatitis B virus isolate ES71-7, complete genome             486      1e-135
AB367424.1  Hepatitis B virus DNA, complete genome, isolate: LAMr...      486      1e-135
JF828929.1  Hepatitis B virus isolate ES71-9, complete genome             486      1e-135
KR013875.1  Hepatitis B virus strain #1958.4, complete genome             486      1e-135
JF828931.1  Hepatitis B virus isolate ES71-15, complete genome            486      1e-135
KR013799.1  Hepatitis B virus strain 551.26, complete genome              486      1e-135
KJ598695.1  Hepatitis B virus isolate SSC116, complete genome             486      1e-135
EU939607.1  Hepatitis B virus isolate C207, complete genome               486      1e-135
KJ598681.1  Hepatitis B virus isolate SHB43, complete genome              486      1e-135
GQ475354.1  Hepatitis B virus isolate KOR50HCC, complete genome           486      1e-135
KJ598691.1  Hepatitis B virus isolate SSC19, complete genome              486      1e-135
HM750140.1  Hepatitis B virus isolate GSD-56, complete genome             486      1e-135
KC774328.1  Hepatitis B virus isolate cxa2073, complete genome            486      1e-135
KJ598740.1  Hepatitis B virus isolate SHB71, complete genome              486      1e-135
KR013858.1  Hepatitis B virus strain 1368.1, complete genome              486      1e-135
GQ377521.1  Hepatitis B virus isolate J19, complete genome                486      1e-135
DQ478895.1  Hepatitis B virus isolate CHN-QH31, complete genome           486      1e-135
AB367399.1  Hepatitis B virus DNA, complete genome, isolate: LAMr...      486      1e-135
KR013965.1  Hepatitis B virus strain 544.5a, complete genome              486      1e-135
DQ478889.1  Hepatitis B virus isolate CHN-QH14, complete genome           486      1e-135
AB471849.1  Hepatitis B virus DNA, complete genome, isolate: F1S-C2       486      1e-135
KC774431.1  Hepatitis B virus isolate dlz2122, complete genome            486      1e-135
AB367403.1  Hepatitis B virus DNA, complete genome, isolate: LAMr...      486      1e-135
KC774421.1  Hepatitis B virus isolate dlz1025, complete genome            486      1e-135
KC774427.1  Hepatitis B virus isolate dlz2093, complete genome            486      1e-135
KJ173395.1  Hepatitis B virus isolate Vac06-M(m619), complete genome      486      1e-135
AB471853.1  Hepatitis B virus DNA, complete genome, isolate: F2S-C3       486      1e-135
DQ089800.1  Hepatitis B virus isolate HK741, complete genome              486      1e-135
AY247032.1  Hepatitis B virus isolate KUHB95, complete genome             486      1e-135
JF828916.1  Hepatitis B virus isolate ES70-10, complete genome            486      1e-135
HM750136.1  Hepatitis B virus isolate GSDC-53, complete genome            486      1e-135
AY123041.1  Hepatitis B virus serotype adr, complete genome               486      1e-135
KY881818.1  Hepatitis B virus isolate patient-02 clone 17, comple...      486      1e-135
KR013834.1  Hepatitis B virus strain 1149.9, complete genome              486      1e-135
KP276254.1  Hepatitis B virus isolate Tibet-1887, complete genome         486      1e-135
JF828918.1  Hepatitis B virus isolate ES70-12, complete genome            486      1e-135
JN400087.1  Hepatitis B virus isolate HBV-75-Mother, complete genome      486      1e-135
KC774315.1  Hepatitis B virus isolate cxa2039, complete genome            486      1e-135
GQ475325.1  Hepatitis B virus isolate KOR21LC, complete genome            486      1e-135
GQ475327.1  Hepatitis B virus isolate KOR23LC, complete genome            486      1e-135
GQ475329.1  Hepatitis B virus isolate KOR25LC, complete genome            486      1e-135
KJ173279.1  Hepatitis B virus isolate CX004C(e207), complete genome       486      1e-135
KF214655.1  Hepatitis B virus isolate IND-1963-11, complete genome        486      1e-135
KJ173291.1  Hepatitis B virus isolate CX050C(e275n), complete genome      486      1e-135
KJ598698.1  Hepatitis B virus isolate SSC128, complete genome             486      1e-135
KC774200.1  Hepatitis B virus isolate clz2044, complete genome            486      1e-135
KJ173281.1  Hepatitis B virus isolate CX009C(e216), complete genome       486      1e-135
EU678474.1  Hepatitis B virus isolate S5, complete genome                 486      1e-135
KC774210.1  Hepatitis B virus isolate clz2098, complete genome            486      1e-135
FJ386595.1  Hepatitis B virus isolate 1879, complete genome               486      1e-135
KJ598696.1  Hepatitis B virus isolate SSC121, complete genome             486      1e-135
KJ598701.1  Hepatitis B virus isolate SSC132, complete genome             486      1e-135
AB367416.1  Hepatitis B virus DNA, complete genome, isolate: LAMr...      486      1e-135
KJ173396.1  Hepatitis B virus isolate Vac06-C(m620), complete genome      486      1e-135
AB471852.1  Hepatitis B virus DNA, complete genome, isolate: F2S-C2       486      1e-135
AB300362.1  Hepatitis B virus DNA, complete genome, isolate: pati...      486      1e-135
EU564820.1  Hepatitis B virus isolate HBV-9T, complete genome             486      1e-135
DQ993688.1  Hepatitis B virus isolate 209-0519-Nature1.2-unSero, ...      486      1e-135
AB222715.1  Hepatitis B virus DNA, complete genome, isolate: UZNVC7M      486      1e-135
AB675683.1  Hepatitis B virus DNA, complete genome, isolate: 11B35        486      1e-135
KC774499.1  Hepatitis B virus isolate dyc1018, complete genome            486      1e-135
EU554541.1  Hepatitis B virus isolate S696-1, complete genome             486      1e-135
JF491454.1  Hepatitis B virus isolate QH-79, complete genome              486      1e-135
JX504544.1  Hepatitis B virus isolate WY-SD-14, complete genome           486      1e-135
EU939619.1  Hepatitis B virus isolate C233, complete genome               486      1e-135
AB195942.1  Hepatitis B virus DNA, complete genome, strain: Ehi-I...      486      1e-135
GQ475310.1  Hepatitis B virus isolate KOR6CHB, complete genome            486      1e-135
KM999992.1  Hepatitis B virus isolate SEA-05, complete genome             486      1e-135
DQ478893.1  Hepatitis B virus isolate CHN-QH29, complete genome           486      1e-135
KJ173304.1  Hepatitis B virus isolate NB215M(m215), complete genome       486      1e-135
KC774237.1  Hepatitis B virus isolate cur1051, complete genome            486      1e-135
GQ377515.1  Hepatitis B virus isolate J9, complete genome                 486      1e-135
EU835240.1  Hepatitis B virus isolate IND-DIB112, complete genome         486      1e-135
FJ562249.1  Hepatitis B virus isolate I79, complete genome                486      1e-135
KJ173445.1  Hepatitis B virus isolate N208M(e415), complete genome        484      4e-135
KJ598713.1  Hepatitis B virus isolate SHB518, complete genome             484      4e-135
KJ598705.1  Hepatitis B virus isolate SHB51, complete genome              484      4e-135
KC774420.1  Hepatitis B virus isolate dlz1003, complete genome            484      4e-135
JQ040190.1  Hepatitis B virus isolate 185 PreS protein (S) gene, ...      484      7e-135
KR014027.1  Hepatitis B virus strain 1303.14, complete genome             484      4e-135
KJ598708.1  Hepatitis B virus isolate SHB58, complete genome              484      4e-135
KJ598718.1  Hepatitis B virus isolate SHB5103, complete genome            484      4e-135
KJ598714.1  Hepatitis B virus isolate SHB520, complete genome             484      4e-135
KJ598712.1  Hepatitis B virus isolate SHB517, complete genome             484      4e-135
KJ598719.1  Hepatitis B virus isolate SHB5105, complete genome            484      4e-135
KJ598709.1  Hepatitis B virus isolate SHB511, complete genome             484      4e-135
KJ598711.1  Hepatitis B virus isolate SHB515, complete genome             484      4e-135
KJ598707.1  Hepatitis B virus isolate SHB56, complete genome              484      4e-135
KJ598715.1  Hepatitis B virus isolate SHB521, complete genome             484      4e-135
AJ131571.1  Hepatitis B virus complete genome, isolate gib645             484      7e-135
KJ598706.1  Hepatitis B virus isolate SHB54, complete genome              484      4e-135
AY236162.1  Hepatitis B virus isolate 23 A, complete genome               483      2e-134
AJ131568.1  Hepatitis B virus complete genome, isolate gib824             483      2e-134
DQ399006.1  Hepatitis B virus isolate G1, complete genome                 483      2e-134
AJ131575.1  Hepatitis B virus complete genome, isolate chimp82            483      2e-134
DQ304547.1  Hepatitis B virus isolate LT4 clone 1, complete genome        483      2e-134
JX661480.1  Hepatitis B virus isolate SH1210-B6, complete genome          483      2e-134
AJ131574.1  Hepatitis B virus complete genome, isolate gib151             483      2e-134
DQ298162.1  Hepatitis B virus isolate LT3.12AM clone 2, complete ...      481      9e-134
AB819614.1  HBV genotype B DNA, complete genome, isolate: pBS-HBV...      481      9e-134
DQ298165.1  Hepatitis B virus isolate LT3.12AM clone 5, complete ...      481      9e-134
AB819611.1  HBV genotype B DNA, complete genome, isolate: pBS-HBV...      481      9e-134
AB819613.1  HBV genotype B DNA, complete genome, isolate: pBS-HBV...      481      9e-134
KM213034.1  Hepatitis B virus isolate LYG-k1, complete genome             481      9e-134
AB819612.1  HBV genotype B DNA, complete genome, isolate: pBS-HBV...      481      9e-134
AY208746.1  Human endogenous retrovirus HCML-ARV, complete genome         477      1e-132
AJ131569.1  Hepatitis B virus complete genome, isolate gib759             477      1e-132
DQ298164.1  Hepatitis B virus isolate LT3.12AM clone 4, complete ...      475      4e-132
Y10390.1    Human endogenous retrovirus HERV-K, LTR R and U5 region...    475      3e-132
JQ040179.1  Hepatitis B virus isolate G202122k PreS protein (S) g...      475      4e-132
JQ040201.1  Hepatitis B virus isolate G2201 PreS protein (S) gene...      473      1e-131
DQ304548.1  Hepatitis B virus isolate LT4 clone 2, complete genome        472      5e-131
AF090841.1  Hepatitis B virus strain G4.27241, complete genome            472      5e-131
DQ304549.1  Hepatitis B virus isolate LT4 clone 3, complete genome        472      5e-131
AJ131573.1  Hepatitis B virus complete genome, isolate gib153             472      5e-131
DQ304551.1  Hepatitis B virus isolate LT4 clone 5, complete genome        472      5e-131
JQ040203.1  Hepatitis B virus isolate G722c12 PreS protein (S) ge...      470      2e-130
KF767451.1  Hepatitis B virus isolate patient_27, complete genome         468      7e-130
JQ040209.1  Hepatitis B virus isolate 243(0313) PreS protein (S) ...      468      7e-130
JQ040222.1  Hepatitis B virus isolate 2387(0213) PreS protein (S)...      468      7e-130
JF440007.1  Hepatitis B virus isolate FEN64, complete genome              466      2e-129
AY236164.1  Hepatitis B virus isolate 30, complete genome                 466      2e-129
DQ304550.1  Hepatitis B virus isolate LT4 clone 4, complete genome        466      2e-129
AJ851168.1  Hepatitis B virus partial env gene for envelope prote...      466      2e-129
AJ851166.1  Hepatitis B virus partial env gene for envelope prote...      466      2e-129
AM396407.1  Hepatitis B virus strain cpz partial S gene for surfa...      466      2e-129
MF967563.1  Hepatitis B virus strain AD38, complete genome                466      2e-129
AY236160.1  Hepatitis B virus isolate 1A, complete genome                 466      2e-129
AM396402.1  Hepatitis B virus strain cpz partial S gene for surfa...      466      2e-129
AF090838.1  Hepatitis B virus strain P1.27239, complete genome            466      2e-129
DQ486022.1  Hepatitis B virus isolate LT11, complete genome               466      2e-129
JQ040202.1  Hepatitis B virus isolate 2172del PreS protein (S) ge...      462      3e-128
KF767452.1  Hepatitis B virus isolate patient_7, complete genome          462      3e-128
JF440009.1  Hepatitis B virus isolate FEN72, complete genome              460      1e-127
JF440002.1  Hepatitis B virus isolate FEN43, complete genome              460      1e-127
JF439999.1  Hepatitis B virus isolate FEN36, complete genome              460      1e-127
JF439997.1  Hepatitis B virus isolate FEN34, complete genome              460      1e-127
JF439995.1  Hepatitis B virus isolate FEN17, complete genome              460      1e-127
JF440012.1  Hepatitis B virus isolate FEN82, complete genome              460      1e-127
AM396406.1  Hepatitis B virus strain cpz partial S gene for surfa...      460      1e-127
JF440014.1  Hepatitis B virus isolate FEN86, complete genome              460      1e-127
JF439996.1  Hepatitis B virus isolate FEN31, complete genome              460      1e-127
JF440011.1  Hepatitis B virus isolate FEN78, complete genome              460      1e-127
JF440017.1  Hepatitis B virus isolate FOL496, complete genome             460      1e-127
JF440003.1  Hepatitis B virus isolate FEN44, complete genome              460      1e-127
AM396403.1  Hepatitis B virus strain cpz partial S gene for surfa...      460      1e-127
DQ329356.1  Hepatitis B virus isolate LT1 clone 1, complete genome        460      1e-127
JF440015.1  Hepatitis B virus isolate FEN94, complete genome              460      1e-127
JF440004.1  Hepatitis B virus isolate FEN52, complete genome              455      5e-126
JF440000.1  Hepatitis B virus isolate FEN37, complete genome              455      5e-126
JF439994.1  Hepatitis B virus isolate FEN1, complete genome               455      5e-126
DQ329357.1  Hepatitis B virus isolate LT1 clone 2, complete genome        455      5e-126
JF440006.1  Hepatitis B virus isolate FEN60, complete genome              455      5e-126
JF439998.1  Hepatitis B virus isolate FEN35, complete genome              455      5e-126
JF440013.1  Hepatitis B virus isolate FEN84, complete genome              455      5e-126
JF440001.1  Hepatitis B virus isolate FEN42, complete genome              455      5e-126
AY236163.1  Hepatitis B virus isolate 29, complete genome                 455      5e-126
JQ040224.1  Hepatitis B virus isolate 2424(0302) PreS protein (S)...      453      2e-125
JQ040185.1  Hepatitis B virus isolate G200 PreS protein (S) gene,...      453      2e-125
JQ040206.1  Hepatitis B virus isolate 2613c5_3 PreS protein (S) g...      451      7e-125
JF440010.1  Hepatitis B virus isolate FEN77, complete genome              449      2e-124
D12980.1    Hepatitis B virus subtype adr(SRADR) DNA, complete genome     449      2e-124
JQ040234.1  Hepatitis B virus isolate 3495(0120) nonfunctional Pr...      449      2e-124
KY355755.1  Hepatitis B virus isolate BR32_45 large S protein (S)...      449      2e-124
JQ040207.1  Hepatitis B virus isolate 242(0313) PreS protein (S) ...      448      9e-124
AJ851167.1  Hepatitis B virus partial env gene for envelope prote...      444      1e-122
JX429913.1  Hepatitis B virus isolate WY-SD-10, complete genome           444      1e-122
JQ040204.1  Hepatitis B virus isolate 241del PreS protein (S) gen...      442      4e-122
AF143301.1  Hepatitis B virus clone BW1903, complete genome               440      1e-121
AF143308.1  Hepatitis B virus clone WB1254, complete genome               440      1e-121
KJ410508.1  Hepatitis B virus isolate Occult_HK346, complete genome       438      5e-121
JQ040135.1  Hepatitis B virus isolate 213, complete genome                438      5e-121
FJ562306.1  Hepatitis B virus isolate I196, complete genome               438      5e-121
KC774264.1  Hepatitis B virus isolate cww1072, complete genome            438      5e-121
AY641562.1  Hepatitis B virus isolate He82, complete genome               438      5e-121
AB111114.1  Hepatitis B virus DNA, complete genome, clone: HS-12          438      5e-121
Y18856.1    Hepatitis B virus complete genome, isolate HBV-C5             438      5e-121
GQ227695.1  Hepatitis B virus isolate Z31-5, complete genome              438      5e-121
GQ227697.1  Hepatitis B virus isolate Z3-2, complete genome               438      5e-121
AB195939.1  Hepatitis B virus DNA, complete genome, strain: Ehi-Y...      438      5e-121
GQ227693.1  Hepatitis B virus isolate Z31-1, complete genome              438      5e-121
GQ259588.1  Hepatitis B virus isolate Z31-22, complete genome             438      5e-121
JQ040205.1  Hepatitis B virus isolate 391del PreS protein (S) gen...      438      5e-121
FJ787442.1  Hepatitis B virus isolate S171-4, complete genome             438      5e-121
AB971715.1  Hepatitis B virus DNA, complete genome, isolate: HB11...      438      5e-121
KC774338.1  Hepatitis B virus isolate cxn1027, complete genome            438      5e-121
Y18857.1    Hepatitis B virus complete genome, isolate HBV-C6             438      5e-121
GQ227694.1  Hepatitis B virus isolate Z31-2, complete genome              438      5e-121
GQ227696.1  Hepatitis B virus isolate Z31-6, complete genome              438      5e-121
JX504542.1  Hepatitis B virus isolate WY-NNJ-17, complete genome          438      5e-121
Y18855.1    Hepatitis B virus complete genome, isolate HBV-C4             438      5e-121
KY881816.1  Hepatitis B virus isolate patient-02 clone 15, comple...      438      5e-121
KC774188.1  Hepatitis B virus isolate clz1028, complete genome            438      5e-121
JQ027322.1  Hepatitis B virus strain HB522, complete genome               436      2e-120
EU939668.1  Hepatitis B virus isolate C182, complete genome               436      2e-120
GQ377630.1  Hepatitis B virus isolate J236, complete genome               435      7e-120
FJ787443.1  Hepatitis B virus isolate S171-5, complete genome             433      2e-119
GQ377585.1  Hepatitis B virus isolate J134, complete genome               433      2e-119
KC774342.1  Hepatitis B virus isolate cxn1044, complete genome            433      2e-119
GQ377593.1  Hepatitis B virus isolate J150, complete genome               433      2e-119
KC774246.1  Hepatitis B virus isolate cww1014, complete genome            433      2e-119
KC774329.1  Hepatitis B virus isolate cxa2074, complete genome            433      2e-119
KY881804.1  Hepatitis B virus isolate patient-02 clone 03, comple...      433      2e-119
FJ032346.1  Hepatitis B virus isolate S732-3 from China, complete...      433      2e-119
GQ475349.1  Hepatitis B virus isolate KOR45HCC, complete genome           433      2e-119
KR014015.1  Hepatitis B virus strain 1134.26a, complete genome            433      2e-119
GQ872210.1  Hepatitis B virus, complete genome                            433      2e-119
GQ475336.1  Hepatitis B virus isolate KOR32LC, complete genome            433      2e-119
FJ032331.1  Hepatitis B virus isolate S193-1 from China, complete...      433      2e-119
FJ562340.1  Hepatitis B virus isolate I220, complete genome               433      2e-119
GQ377607.1  Hepatitis B virus isolate J172, complete genome               433      2e-119
AB642096.1  Hepatitis B virus DNA, complete genome, isolate: BFJT...      433      2e-119
KC774273.1  Hepatitis B virus isolate cww1117, complete genome            433      2e-119
KY881805.1  Hepatitis B virus isolate patient-02 clone 04, comple...      433      2e-119
KJ173311.1  Hepatitis B virus isolate NH005C(e49), complete genome        433      2e-119
KR013851.1  Hepatitis B virus strain 1303.30, complete genome             433      2e-119
KC774269.1  Hepatitis B virus isolate cww1086, complete genome            433      2e-119
FJ562325.1  Hepatitis B virus isolate I223, complete genome               433      2e-119
KJ173312.1  Hepatitis B virus isolate NH005M(e50), complete genome        433      2e-119
JX026887.1  Hepatitis B virus isolate WY-NJ-79, complete genome           433      2e-119
FJ386621.1  Hepatitis B virus isolate 2123, complete genome               433      2e-119
JQ040153.1  Hepatitis B virus isolate G177, complete genome               433      2e-119
AB642100.1  Hepatitis B virus DNA, complete genome, isolate: BFJT...      433      2e-119
KC774348.1  Hepatitis B virus isolate cxn1093, complete genome            433      2e-119
AB367411.1  Hepatitis B virus DNA, complete genome, isolate: LAMr...      433      2e-119
AB367415.1  Hepatitis B virus DNA, complete genome, isolate: LAMr...      433      2e-119
KR014012.1  Hepatitis B virus strain 1134.21a, complete genome            433      2e-119
FJ562221.1  Hepatitis B virus isolate I13, complete genome                433      2e-119
KR014030.1  Hepatitis B virus strain 1303.29, complete genome             433      2e-119
GQ872211.1  Hepatitis B virus, complete genome                            433      2e-119
GQ475339.1  Hepatitis B virus isolate KOR35HCC, complete genome           433      2e-119
GQ227692.1  Hepatitis B virus isolate Z3-1, complete genome               433      2e-119
FJ787469.1  Hepatitis B virus isolate S1426-3, complete genome            433      2e-119
KY355756.1  Hepatitis B virus isolate BR32_27 large S protein (S)...      433      2e-119
KC774229.1  Hepatitis B virus isolate cur1024, complete genome            433      2e-119
FJ899780.1  Hepatitis B virus isolate C185-2, complete genome             433      2e-119
